,id,c_time,entered_competition_cnt,code_share_cnt,talk_board_cnt,country_code,python_level,ds_level,sms_auth_date
55,2351,2018-08-14 22:54,0,0,0,82,1,1,
56,10647,2018-08-14 23:27,0,0,0,82,1,1,
57,15880,2018-08-14 23:32,0,0,0,82,1,1,
58,2140,2018-08-14 23:33,0,0,0,82,1,1,
59,9506,2018-08-14 23:42,0,0,0,82,1,1,
60,19849,2018-08-15 0:33,0,0,0,82,1,1,
61,6291,2018-08-15 1:01,0,0,0,82,1,1,
62,8852,2018-08-15 1:02,0,0,0,82,1,1,
63,12513,2018-08-15 1:17,0,0,0,82,1,1,
64,12105,2018-08-15 1:29,0,0,0,82,1,1,
65,3434,2018-08-15 1:30,0,0,0,82,1,1,
66,9387,2018-08-15 2:07,0,0,0,82,1,1,
67,534,2018-08-15 2:08,0,0,0,82,1,1,
68,18464,2018-08-15 3:07,0,0,0,82,1,1,
69,12296,2018-08-15 3:30,0,0,0,82,1,1,
70,7171,2018-08-15 3:38,0,0,0,82,1,1,
71,17965,2018-08-15 4:05,0,0,0,82,1,1,
72,15411,2018-08-15 4:13,0,0,0,82,1,1,
73,2023,2018-08-15 4:58,0,0,0,82,1,1,
74,18615,2018-08-15 6:21,0,0,0,82,1,1,
75,578,2018-08-15 8:15,0,0,0,82,1,1,
76,6125,2018-08-15 9:00,0,0,0,82,1,1,
77,12344,2018-08-15 9:29,3,0,0,82,1,1,
78,6405,2018-08-15 9:40,0,0,0,82,1,1,
79,16948,2018-08-15 10:15,0,0,0,82,1,1,
80,10936,2018-08-15 10:21,0,0,0,82,1,1,
81,2350,2018-08-15 10:48,0,0,0,82,1,1,
82,5419,2018-08-15 10:49,0,0,0,82,1,1,
83,15807,2018-08-15 12:25,0,0,0,82,1,1,
84,18471,2018-08-15 12:52,1,0,0,82,1,1,
85,9330,2018-08-15 14:25,0,0,0,82,1,1,
86,23945,2018-08-15 15:44,0,0,0,82,1,1,
87,685,2018-08-15 16:33,0,0,0,82,1,1,
88,7477,2018-08-15 16:54,0,0,0,82,1,1,
89,15225,2018-08-15 20:00,3,0,0,82,1,1,
90,6226,2018-08-15 20:16,0,0,0,82,1,1,
91,10555,2018-08-15 20:59,0,0,0,82,1,1,
92,2360,2018-08-15 22:19,3,0,0,82,1,1,
93,11523,2018-08-15 23:22,0,0,0,82,1,1,
94,18652,2018-08-16 0:29,0,0,0,82,1,1,
95,24894,2018-08-16 2:02,2,0,0,82,1,1,
96,3034,2018-08-16 3:29,0,0,0,82,1,1,
97,14851,2018-08-16 5:27,0,0,0,82,1,1,
98,2913,2018-08-16 9:26,0,0,0,82,1,1,
99,91,2018-08-16 10:18,4,0,0,82,1,1,
100,1144,2018-08-16 10:38,0,0,0,82,1,1,
101,18059,2018-08-16 10:52,0,0,0,82,1,1,
102,5897,2018-08-16 11:57,4,0,0,82,1,1,
103,15866,2018-08-16 12:02,0,0,0,82,1,1,
104,19402,2018-08-16 12:49,0,0,0,82,1,1,
105,5932,2018-08-16 14:45,0,0,0,82,1,1,
106,2482,2018-08-16 15:07,0,0,0,82,1,1,
107,10058,2018-08-16 15:35,0,0,0,82,1,1,
108,6218,2018-08-16 17:14,6,0,0,82,1,1,
109,2500,2018-08-16 17:16,0,0,0,82,1,1,
110,17467,2018-08-16 18:52,0,0,0,82,1,1,
111,3271,2018-08-16 19:16,0,0,0,82,1,1,
112,14300,2018-08-16 19:19,0,0,0,82,1,1,
113,18175,2018-08-16 20:27,0,0,0,82,1,1,
114,20692,2018-08-16 22:51,0,0,0,82,1,1,
115,3919,2018-08-16 23:18,0,0,0,82,1,1,
116,7716,2018-08-17 0:15,1,0,0,82,1,1,
117,8589,2018-08-17 2:23,0,0,0,82,1,1,
118,13922,2018-08-17 7:44,0,0,0,82,1,1,
119,3579,2018-08-17 9:20,0,0,0,82,1,1,
120,22214,2018-08-17 9:48,0,0,0,82,1,1,
121,24993,2018-08-17 10:35,0,0,0,82,1,1,
122,15388,2018-08-17 12:22,0,0,0,82,1,1,
123,917,2018-08-17 15:18,4,0,0,82,1,1,
124,15855,2018-08-17 16:43,0,0,0,82,1,1,
125,4117,2018-08-17 17:05,0,0,0,82,1,1,
126,6038,2018-08-17 17:28,0,0,0,82,1,1,
127,20256,2018-08-17 19:02,0,0,0,82,1,1,
128,11479,2018-08-17 19:57,0,0,0,82,1,1,
129,24732,2018-08-17 20:05,5,0,0,82,1,1,
130,19247,2018-08-18 13:45,2,0,0,82,1,1,
131,22011,2018-08-18 14:19,1,0,1,82,1,1,
132,14733,2018-08-18 20:37,0,0,0,82,1,1,
133,24455,2018-08-18 21:46,0,0,0,82,1,1,
134,10800,2018-08-18 23:01,3,0,0,82,1,1,
135,12954,2018-08-18 23:16,0,0,0,82,1,1,
136,23635,2018-08-19 0:51,0,0,0,82,1,1,
137,2952,2018-08-19 11:14,0,0,0,82,1,1,
138,13150,2018-08-19 14:23,0,0,0,82,1,1,
139,21034,2018-08-19 14:25,0,0,0,82,1,1,
140,12398,2018-08-19 15:23,0,0,0,82,1,1,
141,13219,2018-08-19 16:06,0,0,0,82,1,1,
142,276,2018-08-19 18:47,0,0,0,82,1,1,
143,1085,2018-08-19 19:14,0,0,0,82,1,1,
144,10373,2018-08-19 21:11,3,0,0,82,1,1,
145,21200,2018-08-19 23:01,0,0,0,82,1,1,
146,8147,2018-08-20 0:25,0,0,0,82,1,1,
147,2918,2018-08-20 3:57,0,0,0,82,1,1,
148,15243,2018-08-20 8:52,0,0,0,82,1,1,
149,18410,2018-08-20 9:53,18,3,1,82,1,1,
150,10691,2018-08-20 9:56,2,0,0,82,1,1,
151,14405,2018-08-20 11:05,5,0,1,82,1,1,
152,4003,2018-08-20 12:14,0,0,0,82,1,1,
153,14388,2018-08-20 12:34,0,0,0,82,1,1,
154,1766,2018-08-20 17:20,2,0,0,82,1,1,
155,24148,2018-08-20 17:41,13,0,1,82,1,1,
156,15104,2018-08-20 18:11,0,0,0,82,1,1,
157,24307,2018-08-20 18:55,1,0,0,82,1,1,
158,21008,2018-08-20 19:00,0,0,0,82,1,1,
159,18100,2018-08-20 19:13,0,0,0,82,1,1,
160,15228,2018-08-20 19:41,1,0,0,82,1,1,
161,23407,2018-08-20 20:20,0,0,0,82,1,1,
162,13614,2018-08-21 13:15,0,0,0,82,1,1,
163,14516,2018-08-21 13:51,1,0,0,82,1,1,
164,22623,2018-08-21 13:59,3,0,0,82,1,1,
165,5065,2018-08-21 15:24,0,0,0,82,1,1,
166,14933,2018-08-21 15:44,2,0,0,82,1,1,
167,19147,2018-08-21 16:22,0,0,0,82,1,1,
168,8180,2018-08-21 17:06,0,0,0,82,1,1,
169,4879,2018-08-21 17:14,0,0,0,82,1,1,
170,18971,2018-08-21 20:45,1,0,0,82,1,1,
171,8482,2018-08-21 23:31,2,0,0,82,1,1,
172,18655,2018-08-22 17:19,0,0,0,82,1,1,
173,16716,2018-08-22 17:41,0,0,0,82,1,1,
174,14913,2018-08-22 19:20,0,0,0,82,1,1,
175,16615,2018-08-22 20:14,3,0,0,82,1,1,
176,6116,2018-08-22 22:14,3,0,0,82,1,1,
177,22447,2018-08-22 22:25,0,0,0,82,1,1,
178,253,2018-08-22 22:43,0,0,0,82,1,1,
179,2252,2018-08-23 8:32,2,0,0,82,1,1,
180,19672,2018-08-23 14:50,0,0,0,82,1,1,
181,7771,2018-08-24 0:32,1,0,0,82,1,1,
182,14923,2018-08-24 11:52,0,0,0,82,1,1,
183,13644,2018-08-24 12:42,0,0,0,82,1,1,
184,16678,2018-08-24 14:41,0,0,0,82,1,1,
185,10905,2018-08-24 18:23,0,0,0,82,1,1,
186,18810,2018-08-24 18:32,0,0,0,82,1,1,
187,6735,2018-08-24 18:58,0,0,0,82,1,1,
188,15796,2018-08-24 19:32,1,0,0,82,1,1,
189,8716,2018-08-24 19:33,0,0,0,82,1,1,
190,23934,2018-08-24 19:37,0,0,0,82,1,1,
191,11183,2018-08-24 19:37,0,0,0,82,1,1,
192,15033,2018-08-24 19:47,0,0,0,82,1,1,
193,1763,2018-08-24 19:49,0,0,0,82,1,1,
194,17343,2018-08-24 20:25,0,0,0,82,1,1,
195,3898,2018-08-24 20:29,0,0,0,82,1,1,
196,18269,2018-08-24 20:42,1,0,0,82,1,1,
197,8894,2018-08-24 20:43,0,0,0,82,1,1,
198,8012,2018-08-24 20:47,5,0,0,82,1,1,
199,2448,2018-08-24 20:59,0,0,0,82,1,1,
200,20410,2018-08-24 22:06,0,0,0,82,1,1,
201,6818,2018-08-24 22:19,0,0,0,82,1,1,
202,4481,2018-08-24 22:25,0,0,0,82,1,1,
203,2381,2018-08-24 22:58,0,0,0,82,1,1,
204,14016,2018-08-24 22:59,0,0,0,82,1,1,
205,2516,2018-08-24 23:14,0,0,0,82,1,1,
206,5857,2018-08-24 23:18,0,0,0,82,1,1,
207,10561,2018-08-24 23:25,0,0,0,82,1,1,
208,23375,2018-08-24 23:27,0,0,0,82,1,1,
209,24249,2018-08-24 23:27,0,0,0,82,1,1,
210,13193,2018-08-24 23:56,0,0,0,82,1,1,
211,1486,2018-08-25 0:34,0,0,0,82,1,1,
212,11501,2018-08-25 0:46,0,0,0,82,1,1,
213,15406,2018-08-25 1:07,0,0,0,82,1,1,
214,7356,2018-08-25 1:18,2,0,0,82,1,1,
215,21694,2018-08-25 1:18,0,0,0,82,1,1,
216,21629,2018-08-25 2:06,0,0,0,82,1,1,
217,18574,2018-08-25 2:33,0,0,0,82,1,1,
218,15545,2018-08-25 2:34,0,0,0,82,1,1,
219,21262,2018-08-25 3:07,0,0,0,82,1,1,
220,13138,2018-08-25 3:23,0,0,0,82,1,1,
221,10496,2018-08-25 3:24,0,0,0,82,1,1,
222,13342,2018-08-25 3:30,2,0,0,82,1,1,
223,10078,2018-08-25 3:41,1,0,0,82,1,1,
224,15118,2018-08-25 3:47,0,0,0,82,1,1,
225,6192,2018-08-25 3:59,0,0,0,82,1,1,
226,20731,2018-08-25 4:02,0,0,0,82,1,1,
227,5994,2018-08-25 5:38,0,0,0,82,1,1,
228,19590,2018-08-25 9:42,0,0,0,82,1,1,
229,10219,2018-08-25 10:06,0,0,0,82,1,1,
230,23829,2018-08-25 10:12,1,0,0,82,1,1,
231,17968,2018-08-25 10:35,0,0,0,82,1,1,
232,18583,2018-08-25 11:01,0,0,0,82,1,1,
233,14776,2018-08-25 11:03,0,0,0,82,1,1,
234,5225,2018-08-25 11:07,0,0,0,82,1,1,
235,20926,2018-08-25 11:12,0,0,0,82,1,1,
236,6947,2018-08-25 11:29,0,0,0,82,1,1,
237,22402,2018-08-25 11:29,0,0,0,82,1,1,
238,22845,2018-08-25 11:53,6,1,0,82,1,1,
239,3090,2018-08-25 12:21,0,0,0,82,1,1,
240,11960,2018-08-25 12:24,0,0,0,82,1,1,
241,5554,2018-08-25 12:50,0,0,0,82,1,1,
242,5544,2018-08-25 13:17,3,0,0,82,1,1,
243,13720,2018-08-25 14:45,0,0,0,82,1,1,
244,8728,2018-08-25 14:49,0,0,0,82,1,1,
245,15173,2018-08-25 14:53,0,0,0,82,1,1,
246,21870,2018-08-25 15:08,0,0,0,82,1,1,
247,1495,2018-08-25 15:34,0,0,0,82,1,1,
248,19714,2018-08-25 16:21,0,0,0,82,1,1,
249,9333,2018-08-25 16:24,7,0,3,82,1,1,
250,22041,2018-08-25 16:26,0,0,0,82,1,1,
251,22563,2018-08-25 16:34,0,0,0,82,1,1,
252,22799,2018-08-25 18:57,0,0,0,82,1,1,
253,22619,2018-08-25 19:45,1,0,0,82,1,1,
254,9940,2018-08-25 20:02,0,0,0,82,1,1,
255,5803,2018-08-25 21:12,0,0,0,82,1,1,
256,5615,2018-08-25 21:33,1,0,0,82,1,1,
257,12940,2018-08-25 22:37,0,0,0,82,1,1,
258,21205,2018-08-25 23:14,0,0,0,82,1,1,
259,5370,2018-08-26 0:04,4,1,0,82,1,1,
260,9049,2018-08-26 0:22,0,0,0,82,1,1,
261,12789,2018-08-26 0:25,0,0,0,82,1,1,
262,18428,2018-08-26 3:55,0,0,0,82,1,1,
263,7673,2018-08-26 7:35,0,0,0,82,1,1,
264,2901,2018-08-26 7:44,0,0,0,82,1,1,
265,4447,2018-08-26 7:45,0,0,0,82,1,1,
266,11053,2018-08-26 8:53,0,0,0,82,1,1,
267,4430,2018-08-26 8:59,1,0,0,82,1,1,
268,15787,2018-08-26 12:02,0,0,0,82,1,1,
269,774,2018-08-26 12:47,0,0,0,82,1,1,
270,16676,2018-08-26 15:53,0,0,0,82,1,1,
271,22336,2018-08-26 19:06,1,0,0,82,0,1,
272,10751,2018-08-26 20:30,0,0,0,82,1,1,
273,12916,2018-08-26 20:34,0,0,0,82,1,1,
274,6339,2018-08-26 21:13,0,0,0,82,1,1,
275,17773,2018-08-26 23:46,0,0,0,82,1,1,
276,10153,2018-08-27 15:03,0,0,0,82,1,1,
277,12996,2018-08-27 15:25,0,0,0,82,1,1,
278,5519,2018-08-27 15:33,0,0,0,82,1,1,
279,21215,2018-08-27 15:52,0,0,0,82,1,1,
280,13621,2018-08-27 16:50,0,0,0,82,1,1,
281,2036,2018-08-27 16:52,0,0,0,82,1,1,
282,14837,2018-08-27 17:15,0,0,0,82,1,1,
283,13075,2018-08-27 17:18,0,0,0,82,1,1,
284,8376,2018-08-27 17:22,1,0,0,82,1,1,
285,23403,2018-08-27 17:29,0,0,0,82,1,1,
286,17734,2018-08-27 17:40,0,0,0,82,1,1,
287,11356,2018-08-27 18:08,0,0,0,82,1,1,
288,15935,2018-08-27 18:20,0,0,0,82,1,1,
289,8723,2018-08-27 18:24,1,0,0,82,1,1,
290,9056,2018-08-27 18:35,0,0,0,82,1,1,
291,22022,2018-08-27 18:45,0,0,0,82,1,1,
292,6856,2018-08-27 18:49,5,0,0,82,1,1,
293,2851,2018-08-27 19:21,0,0,0,82,1,1,
294,3230,2018-08-27 19:43,0,0,0,82,1,1,
295,20639,2018-08-27 20:40,1,0,0,82,1,1,
296,14709,2018-08-27 21:28,0,0,0,82,1,1,
297,22062,2018-08-27 21:32,2,0,0,82,1,1,
298,22686,2018-08-27 21:34,0,0,0,82,1,1,
299,8190,2018-08-27 22:17,0,0,0,82,1,1,
300,1140,2018-08-27 23:06,0,0,0,82,1,1,
301,11548,2018-08-27 23:15,0,0,0,82,1,1,
302,3782,2018-08-27 23:39,0,0,0,82,1,1,
303,11078,2018-08-28 0:02,0,0,0,82,1,1,
304,8883,2018-08-28 0:25,0,0,0,82,1,1,
305,23929,2018-08-28 0:27,4,0,0,82,1,1,
306,12109,2018-08-28 0:30,0,0,0,82,1,1,
307,8291,2018-08-28 2:31,0,0,0,82,1,1,
308,13390,2018-08-28 3:34,0,0,0,82,1,1,
309,15119,2018-08-28 3:45,0,0,0,82,1,1,
310,20453,2018-08-28 4:42,0,0,0,82,1,1,
311,4765,2018-08-28 9:03,0,0,0,82,1,1,
312,17642,2018-08-28 10:29,0,0,0,82,1,1,
313,6170,2018-08-28 10:55,0,0,0,82,1,1,
314,4060,2018-08-28 11:02,2,0,0,82,1,1,
315,24798,2018-08-28 12:22,0,0,0,82,1,1,
316,13862,2018-08-28 12:50,3,0,0,82,0,0,
317,13100,2018-08-28 14:39,16,1,3,82,1,1,
318,17341,2018-08-28 15:16,0,0,0,82,1,1,
319,11402,2018-08-28 15:21,0,0,0,82,1,1,
320,21056,2018-08-28 15:58,0,0,0,82,1,1,
321,8267,2018-08-28 16:32,0,0,0,82,1,1,
322,10404,2018-08-28 16:36,1,0,0,82,1,1,
323,1976,2018-08-28 16:39,0,0,0,82,1,1,
324,19804,2018-08-28 17:10,1,0,0,82,1,1,
325,19640,2018-08-28 17:30,0,0,0,82,1,1,
326,10116,2018-08-28 17:41,0,0,0,82,1,1,
327,16213,2018-08-28 18:15,0,0,0,82,1,1,
328,7971,2018-08-28 18:17,0,0,0,82,1,1,
329,21363,2018-08-28 20:30,0,0,0,82,1,1,
330,3486,2018-08-28 21:20,0,0,0,82,1,1,
331,10375,2018-08-28 21:50,0,0,0,82,1,1,
332,6613,2018-08-28 22:49,0,0,0,82,1,1,
333,14116,2018-08-28 23:09,0,0,0,82,1,1,
334,16237,2018-08-28 23:22,0,0,0,82,1,1,
335,13670,2018-08-28 23:35,3,0,0,82,1,1,
336,21857,2018-08-29 0:02,0,0,0,82,1,1,
337,12960,2018-08-29 1:02,0,0,0,82,1,1,
338,20211,2018-08-29 1:07,0,0,0,82,1,1,
339,14023,2018-08-29 1:13,2,0,0,82,1,1,
340,15447,2018-08-29 1:16,1,0,0,82,1,1,
341,21069,2018-08-29 3:00,0,0,0,82,1,1,
342,9244,2018-08-29 3:34,2,0,0,82,1,1,
343,20470,2018-08-29 5:17,0,0,0,82,1,1,
344,23124,2018-08-29 7:48,1,0,0,82,1,1,
345,20020,2018-08-29 10:09,0,0,0,82,1,1,
346,24200,2018-08-29 13:12,0,0,0,82,1,1,
347,13578,2018-08-29 16:41,0,0,0,82,1,1,
348,23250,2018-08-29 18:15,1,0,0,82,1,1,
349,11432,2018-08-29 21:31,0,0,0,82,1,1,
350,13705,2018-08-30 0:27,0,0,0,82,1,1,
351,10329,2018-08-30 1:38,1,0,0,82,1,1,
352,21689,2018-08-30 2:36,1,0,0,82,1,1,
353,5311,2018-08-30 2:39,1,0,0,82,1,1,
354,9994,2018-08-30 2:51,1,0,0,82,1,1,
355,17810,2018-08-30 6:27,0,0,0,82,1,1,
356,7032,2018-08-30 7:06,0,0,0,82,1,1,
357,2015,2018-08-30 8:38,0,0,0,82,1,1,
358,12639,2018-08-30 10:41,0,0,0,82,1,1,
359,10137,2018-08-30 10:43,0,0,0,82,1,1,
360,14906,2018-08-30 10:49,0,0,0,82,1,1,
361,6439,2018-08-30 10:51,0,0,0,82,1,1,
362,24121,2018-08-30 10:52,1,0,0,82,1,1,
363,17183,2018-08-30 12:34,2,0,0,82,1,1,
364,6665,2018-08-30 13:18,0,0,0,82,1,1,
365,21892,2018-08-30 13:18,1,0,0,82,1,1,
366,12201,2018-08-30 15:27,0,0,0,82,1,1,
367,20026,2018-08-30 16:39,2,0,0,82,1,1,
368,3474,2018-08-30 21:20,0,0,0,82,1,1,
369,19198,2018-08-30 21:55,2,0,0,82,1,1,
370,19286,2018-08-30 23:05,0,0,0,82,1,1,
371,6126,2018-08-30 23:43,0,0,0,82,1,1,
372,16080,2018-08-31 5:20,0,0,0,82,1,1,
373,13882,2018-08-31 9:30,2,0,0,82,1,1,
374,22446,2018-08-31 10:50,5,0,0,82,1,1,
375,11670,2018-08-31 12:06,0,0,0,82,1,1,
376,20501,2018-08-31 12:33,8,0,0,82,1,1,
377,19318,2018-08-31 14:31,0,0,0,82,1,1,
378,22980,2018-08-31 17:05,1,0,0,82,1,1,
379,3660,2018-08-31 18:13,0,0,0,82,1,1,
380,17210,2018-08-31 21:37,1,0,0,82,1,1,
381,10070,2018-08-31 21:55,0,0,0,82,1,1,
382,13417,2018-08-31 22:28,0,0,0,82,1,1,
383,5749,2018-08-31 22:52,0,0,0,82,1,1,
384,21254,2018-08-31 23:04,0,0,0,82,1,1,
385,18426,2018-09-01 0:53,0,0,0,82,1,1,
386,5291,2018-09-01 3:40,0,0,0,82,1,1,
387,1673,2018-09-01 4:27,0,0,0,82,1,1,
388,7832,2018-09-01 6:01,0,0,0,82,1,1,
389,7389,2018-09-01 12:41,0,0,0,82,1,1,
390,3412,2018-09-01 13:36,0,0,0,82,1,1,
391,2385,2018-09-01 14:10,0,0,0,82,1,1,
392,11428,2018-09-01 14:12,1,0,0,82,1,1,
393,15607,2018-09-01 15:15,0,0,0,82,1,1,
394,11216,2018-09-01 18:18,0,0,0,82,1,1,
395,10648,2018-09-01 18:35,2,0,0,82,1,1,
396,23252,2018-09-01 19:56,0,0,0,82,1,1,
397,19238,2018-09-01 20:48,0,0,0,82,1,1,
398,20086,2018-09-01 22:28,0,0,0,82,1,1,
399,9639,2018-09-02 1:45,0,0,0,82,1,1,
400,13866,2018-09-02 2:10,0,0,0,82,1,1,
401,24529,2018-09-02 2:23,0,0,0,82,1,1,
402,23593,2018-09-02 2:32,0,0,0,82,1,1,
403,3589,2018-09-02 3:12,0,0,0,82,1,1,
404,14717,2018-09-02 3:22,1,0,0,82,1,1,
405,6690,2018-09-02 3:25,0,0,0,82,1,1,
406,20028,2018-09-02 4:13,0,0,0,82,1,1,
407,1875,2018-09-02 5:51,0,0,0,82,1,1,
408,17246,2018-09-02 10:32,0,0,0,82,1,1,
409,14458,2018-09-02 10:36,0,0,0,82,1,1,
410,23507,2018-09-02 11:50,0,0,0,82,1,1,
411,6223,2018-09-02 12:24,0,0,0,82,1,1,
412,3688,2018-09-02 13:55,0,0,0,82,1,1,
413,17182,2018-09-02 14:02,0,0,0,82,1,1,
414,8973,2018-09-02 14:56,0,0,0,82,1,1,
415,2990,2018-09-02 15:13,0,0,0,82,1,1,
416,17663,2018-09-02 17:07,3,0,0,82,1,1,
417,9825,2018-09-02 17:31,0,0,0,82,1,1,
418,14934,2018-09-02 17:40,0,0,0,82,1,1,
419,4287,2018-09-02 18:39,0,0,0,82,1,1,
420,2564,2018-09-02 18:43,0,0,0,82,1,1,
421,19205,2018-09-02 19:25,0,0,0,82,1,1,
422,7311,2018-09-02 20:20,0,0,0,82,1,1,
423,2468,2018-09-02 20:27,0,0,0,82,1,1,
424,4698,2018-09-02 21:57,0,0,0,82,1,1,
425,8787,2018-09-02 22:20,0,0,0,82,1,1,
426,19037,2018-09-03 0:15,0,0,0,82,1,1,
427,19565,2018-09-03 3:51,0,0,0,82,1,1,
428,8301,2018-09-03 4:05,0,0,0,82,1,1,
429,13846,2018-09-03 5:01,0,0,0,82,1,1,
430,4303,2018-09-03 11:07,0,0,0,82,1,1,
431,4729,2018-09-03 12:57,0,0,0,82,1,1,
432,13510,2018-09-03 14:42,0,0,0,82,1,1,
433,5335,2018-09-03 16:14,0,0,0,82,1,1,
434,12781,2018-09-03 17:44,3,0,0,82,1,1,
435,17402,2018-09-03 20:28,0,0,0,82,1,1,
436,1158,2018-09-03 20:44,0,0,0,82,1,1,
437,21109,2018-09-03 21:15,0,0,0,82,1,1,
438,16539,2018-09-03 21:20,0,0,0,82,1,1,
439,10281,2018-09-03 21:21,0,0,0,82,1,1,
440,4995,2018-09-03 21:42,0,0,0,82,1,1,
441,2659,2018-09-03 22:15,0,0,0,82,1,1,
442,1670,2018-09-03 22:49,0,0,0,82,1,1,
443,7321,2018-09-04 1:30,0,0,0,82,1,1,
444,15614,2018-09-04 9:29,0,0,0,82,1,1,
445,935,2018-09-04 12:17,1,0,0,82,1,1,
446,19245,2018-09-04 13:18,2,0,0,82,1,1,
447,5540,2018-09-04 14:35,0,0,0,82,1,1,
448,5776,2018-09-05 0:48,0,0,0,82,1,1,
449,12223,2018-09-05 1:29,0,0,0,82,1,1,
450,23068,2018-09-05 4:50,0,0,0,82,1,1,
451,21943,2018-09-05 11:23,1,0,0,82,1,1,
452,12327,2018-09-05 17:16,0,0,0,82,1,1,
453,6241,2018-09-05 20:51,0,0,0,82,1,1,
454,17677,2018-09-06 9:28,0,0,0,82,1,1,
455,17269,2018-09-06 10:16,0,0,0,82,1,1,
456,16517,2018-09-06 13:34,0,0,0,82,1,1,
457,1078,2018-09-06 21:08,1,0,0,82,1,1,
458,22315,2018-09-06 22:19,0,0,0,82,1,1,
459,6274,2018-09-07 2:18,0,0,0,82,1,1,
460,8970,2018-09-07 13:28,0,0,0,82,1,1,
461,19899,2018-09-07 13:31,0,0,0,82,1,1,
462,17071,2018-09-07 16:40,3,0,0,82,1,1,
463,22542,2018-09-07 17:57,0,0,0,82,1,1,
464,5892,2018-09-07 19:04,0,0,0,82,1,1,
465,13498,2018-09-07 20:30,1,0,0,82,1,1,
466,18119,2018-09-08 0:54,0,0,0,82,1,1,
467,4937,2018-09-08 10:10,0,0,0,82,1,1,
468,10344,2018-09-08 13:55,1,0,0,82,1,1,
469,19983,2018-09-08 22:10,0,0,0,82,1,1,
470,15980,2018-09-09 1:06,3,0,0,82,1,1,
471,16465,2018-09-09 3:46,0,0,0,82,1,1,
472,10823,2018-09-09 13:17,0,0,0,82,1,1,
473,13385,2018-09-09 13:22,5,0,0,82,1,1,
474,11358,2018-09-09 13:33,0,0,0,82,1,1,
475,9341,2018-09-09 18:41,3,0,0,82,1,1,
476,17616,2018-09-09 21:26,0,0,0,82,1,1,
477,14527,2018-09-09 21:28,0,0,0,82,1,1,
478,11921,2018-09-09 23:43,0,0,0,82,1,1,
